2AAB_HUMAN	NP_001171034.1	UniRef50_P30154	P30154
2AAB_HUMAN	NP_002707.3	UniRef50_P30154	P30154
2AAB_HUMAN	NP_859050.1	UniRef50_P30154	P30154
2AAB_HUMAN	NP_859051.1	UniRef50_P30154	P30154
2AAB_HUMAN	NP_001171033.1	UniRef50_P30154	P30154
2ABA_HUMAN	NP_002708.1	UniRef50_Q00005-7	Q00005-7
2ABA_HUMAN	NP_001171062.1	UniRef50_Q00005-7	Q00005-7
2ABB_HUMAN	NP_001258829.1	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_001258877.1	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_858060.2	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_858061.2	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_858062.1	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_858063.1	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_858064.1	UniRef50_Q00005	Q00005
2ABB_HUMAN	NP_001258828.1	UniRef50_Q00005	Q00005
2ABD_HUMAN	NP_060931.2	UniRef50_Q00005-7	Q00005-7
2ABD_HUMAN	NP_001278239.1	UniRef50_Q00005-7	Q00005-7
2ABG_HUMAN	NP_001193924.1	UniRef50_Q9Y2T4	Q9Y2T4
2ABG_HUMAN	NP_001193925.1	UniRef50_Q9Y2T4	Q9Y2T4
2ABG_HUMAN	NP_065149.2	UniRef50_Q9Y2T4	Q9Y2T4
2ABG_HUMAN	NP_870991.1	UniRef50_Q9Y2T4	Q9Y2T4
2ABG_HUMAN	NP_001193923.1	UniRef50_Q9Y2T4	Q9Y2T4
3BHS1_HUMAN	NP_001315544.1	UniRef50_P14060	P14060
3BHS1_HUMAN	NP_000853.1	UniRef50_P14060	P14060
3BHS2_HUMAN	NP_001159592.1	UniRef50_P14060	P14060
3BHS2_HUMAN	NP_000189.1	UniRef50_P14060	P14060
3BHS7_HUMAN	NP_001136250.1	UniRef50_Q9H2F3	Q9H2F3
3BHS7_HUMAN	NP_079469.2	UniRef50_Q9H2F3	Q9H2F3
3BHS7_HUMAN	NP_001136249.1	UniRef50_Q9H2F3	Q9H2F3
3BP1_HUMAN	NP_061830.3	UniRef50_Q9Y3L3	Q9Y3L3
3BP2_HUMAN	NP_001139327.1	UniRef50_P78314	P78314
3BP2_HUMAN	NP_001139328.1	UniRef50_P78314	P78314
3BP2_HUMAN	NP_003014.3	UniRef50_P78314	P78314
3BP2_HUMAN	NP_001116153.1	UniRef50_P78314	P78314
3BP5L_HUMAN	NP_085148.1	UniRef50_Q7L8J4	Q7L8J4
3BP5L_HUMAN	NP_001309391.1	UniRef50_Q7L8J4	Q7L8J4
3BP5_HUMAN	NP_004835.2	UniRef50_O60239	O60239
3BP5_HUMAN	NP_001018009.2	UniRef50_O60239	O60239
3HAO_HUMAN	NP_036337.2	UniRef50_P46952	P46952
3HIDH_HUMAN	NP_689953.1	UniRef50_P31937	P31937
3MG_HUMAN	NP_001015054.1	UniRef50_P29372	P29372
3MG_HUMAN	NP_002425.2	UniRef50_P29372	P29372
3MG_HUMAN	NP_001015052.1	UniRef50_P29372	P29372
4EBP1_HUMAN	NP_004086.1	UniRef50_Q13541	Q13541
4EBP2_HUMAN	NP_004087.1	UniRef50_Q13542	Q13542
4EBP3_HUMAN	NP_003723.1	UniRef50_O60516	O60516
4ET_HUMAN	NP_001157974.1	UniRef50_Q9NRA8	Q9NRA8
4ET_HUMAN	NP_062817.2	UniRef50_Q9NRA8	Q9NRA8
4ET_HUMAN	NP_001157973.1	UniRef50_Q9NRA8	Q9NRA8
4F2_HUMAN	NP_001012682.1	UniRef50_P08195	P08195
4F2_HUMAN	NP_001013269.1	UniRef50_P08195	P08195
4F2_HUMAN	NP_002385.3	UniRef50_P08195	P08195
4F2_HUMAN	NP_001012680.1	UniRef50_P08195	P08195
5HT1A_HUMAN	NP_000515.2	UniRef50_P19327	P19327
5HT1B_HUMAN	NP_000854.1	UniRef50_P28222	P28222
5HT1D_HUMAN	NP_000855.1	UniRef50_P28222	P28222
5HT1E_HUMAN	NP_000856.1	UniRef50_P28566	P28566
5HT1F_HUMAN	NP_001309137.1	UniRef50_P61168	P61168
5HT1F_HUMAN	NP_001309138.1	UniRef50_P61168	P61168
5HT1F_HUMAN	NP_001309139.1	UniRef50_P61168	P61168
5HT1F_HUMAN	NP_000857.1	UniRef50_P61168	P61168
5HT2A_HUMAN	NP_001159419.1	UniRef50_P28223	P28223
5HT2A_HUMAN	NP_000612.1	UniRef50_P28223	P28223
5HT2B_HUMAN	NP_001307687.1	UniRef50_P41595	P41595
5HT2B_HUMAN	NP_000858.3	UniRef50_P41595	P41595
5HT2C_HUMAN	NP_001243689.1	UniRef50_P28335	P28335
5HT2C_HUMAN	NP_001243690.1	UniRef50_P28335	P28335
5HT2C_HUMAN	NP_000859.1	UniRef50_P28335	P28335
5HT3A_HUMAN	NP_001155244.1	UniRef50_P46098	P46098
5HT3A_HUMAN	NP_998786.2	UniRef50_P46098	P46098
5HT3A_HUMAN	NP_000860.2	UniRef50_P46098	P46098
5HT3B_HUMAN	NP_006019.1	UniRef50_O95264	O95264
5HT3C_HUMAN	NP_570126.2	UniRef50_A5X5Y0	A5X5Y0
5HT3D_HUMAN	NP_001157118.1	UniRef50_A5X5Y0-2	A5X5Y0-2
5HT3D_HUMAN	NP_872343.2	UniRef50_A5X5Y0-2	A5X5Y0-2
5HT3D_HUMAN	NP_001138615.1	UniRef50_A5X5Y0-2	A5X5Y0-2
5HT3E_HUMAN	NP_001243543.1	UniRef50_A5X5Y0	A5X5Y0
5HT3E_HUMAN	NP_872395.2	UniRef50_A5X5Y0	A5X5Y0
5HT3E_HUMAN	NP_938055.1	UniRef50_A5X5Y0	A5X5Y0
5HT3E_HUMAN	NP_938056.1	UniRef50_A5X5Y0	A5X5Y0
5HT3E_HUMAN	NP_001243542.1	UniRef50_A5X5Y0	A5X5Y0
5HT4R_HUMAN	NP_001035259.1	UniRef50_Q13639	Q13639
5HT4R_HUMAN	NP_001035262.2	UniRef50_Q13639	Q13639
5HT4R_HUMAN	NP_001035263.1	UniRef50_Q13639	Q13639
5HT4R_HUMAN	NP_001273339.1	UniRef50_Q13639	Q13639
5HT4R_HUMAN	NP_955525.1	UniRef50_Q13639	Q13639
5HT4R_HUMAN	NP_000861.1	UniRef50_Q13639	Q13639
5HT5A_HUMAN	NP_076917.1	UniRef50_P47898	P47898
5HT6R_HUMAN	NP_000862.1	UniRef50_P31388	P31388
5HT7R_HUMAN	NP_062873.1	UniRef50_P34969	P34969
5HT7R_HUMAN	NP_062874.1	UniRef50_P34969	P34969
5HT7R_HUMAN	NP_000863.1	UniRef50_P34969	P34969
5MP1_HUMAN	NP_054757.1	UniRef50_Q9Y6E2	Q9Y6E2
5MP1_HUMAN	NP_001153239.1	UniRef50_Q9Y6E2	Q9Y6E2
5MP2_HUMAN	NP_001193997.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001193998.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001308617.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001308619.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001308620.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001308622.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001308623.1	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_055485.2	UniRef50_Q7L1Q6	Q7L1Q6
5MP2_HUMAN	NP_001193996.1	UniRef50_Q7L1Q6	Q7L1Q6
5NT1A_HUMAN	NP_115915.1	UniRef50_Q9BXI3	Q9BXI3
5NT1B_HUMAN	NP_001186015.1	UniRef50_Q91YE9	Q91YE9
5NT1B_HUMAN	NP_001186016.1	UniRef50_Q91YE9	Q91YE9
5NT1B_HUMAN	NP_001186017.1	UniRef50_Q91YE9	Q91YE9
5NT1B_HUMAN	NP_001186033.1	UniRef50_Q91YE9	Q91YE9
5NT1B_HUMAN	NP_150278.2	UniRef50_Q91YE9	Q91YE9
5NT1B_HUMAN	NP_001002006.1	UniRef50_Q91YE9	Q91YE9
5NT3A_HUMAN	NP_001002010.1	UniRef50_Q9H0P0	Q9H0P0
5NT3A_HUMAN	NP_001159590.1	UniRef50_Q9H0P0	Q9H0P0
5NT3A_HUMAN	NP_057573.2	UniRef50_Q9H0P0	Q9H0P0
5NT3A_HUMAN	NP_001002009.1	UniRef50_Q9H0P0	Q9H0P0
5NT3B_HUMAN	NP_443167.4	UniRef50_Q969T7	Q969T7
5NTC_HUMAN	NP_036361.1	UniRef50_P49902	P49902
5NTC_HUMAN	NP_001127845.1	UniRef50_P49902	P49902
5NTD_HUMAN	NP_002517.1	UniRef50_P21589	P21589
5NTD_HUMAN	NP_001191742.1	UniRef50_P21589	P21589
6PGD_HUMAN	NP_001291381.1	UniRef50_P52209	P52209
6PGD_HUMAN	NP_002622.2	UniRef50_P52209	P52209
6PGD_HUMAN	NP_001291380.1	UniRef50_P52209	P52209
6PGL_HUMAN	NP_036220.1	UniRef50_O95336	O95336
7B2_HUMAN	NP_003011.1	UniRef50_P05408	P05408
7B2_HUMAN	NP_001138229.1	UniRef50_P05408	P05408
8ODP_HUMAN	NP_945186.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_945187.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_945188.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_945190.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_945191.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_945192.1	UniRef50_P36639	P36639
8ODP_HUMAN	NP_002443.3	UniRef50_P36639	P36639
A14EL_HUMAN	NP_001182510.1	UniRef50_P0DKL9	P0DKL9
A16A1_HUMAN	NP_699160.2	UniRef50_Q8IZ83	Q8IZ83
A16A1_HUMAN	NP_001138868.1	UniRef50_Q8IZ83	Q8IZ83
A16L1_HUMAN	NP_001177196.1	UniRef50_Q676U5	Q676U5
A16L1_HUMAN	NP_060444.3	UniRef50_Q676U5	Q676U5
A16L1_HUMAN	NP_110430.5	UniRef50_Q676U5	Q676U5
A16L1_HUMAN	NP_942593.2	UniRef50_Q676U5	Q676U5
A16L1_HUMAN	NP_001177195.1	UniRef50_Q676U5	Q676U5
A16L2_HUMAN	NP_203746.1	UniRef50_Q6KAU8	Q6KAU8
A16L2_HUMAN	NP_001305695.1	UniRef50_Q6KAU8	Q6KAU8
A1AG1_HUMAN	NP_000598.2	UniRef50_P02763	P02763
A1AG2_HUMAN	NP_000599.1	UniRef50_P02763	P02763
A1ATR_HUMAN	NP_006211.2	UniRef50_P20848	P20848
A1AT_HUMAN	NP_001002235.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001002236.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121172.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121173.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121174.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121175.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121176.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121177.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121178.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_001121179.1	UniRef50_P01009	P01009
A1AT_HUMAN	NP_000286.3	UniRef50_P01009	P01009
A1BG_HUMAN	NP_570602.2	UniRef50_P04217	P04217
A1CF_HUMAN	NP_001185748.1	UniRef50_Q9NQ94	Q9NQ94
A1CF_HUMAN	NP_001185749.1	UniRef50_Q9NQ94	Q9NQ94
A1CF_HUMAN	NP_055391.2	UniRef50_Q9NQ94	Q9NQ94
A1CF_HUMAN	NP_620310.1	UniRef50_Q9NQ94	Q9NQ94
A1CF_HUMAN	NP_620311.1	UniRef50_Q9NQ94	Q9NQ94
A1CF_HUMAN	NP_001185747.1	UniRef50_Q9NQ94	Q9NQ94
A20A1_HUMAN	NP_115626.2	UniRef50_Q5CZ79	Q5CZ79
A20A2_HUMAN	NP_001012421.1	UniRef50_Q5CZ79	Q5CZ79
A20A3_HUMAN	NP_001012419.1	UniRef50_Q5CZ79	Q5CZ79
A20A4_HUMAN	NP_001092275.1	UniRef50_Q5CZ79	Q5CZ79
A2AP_HUMAN	NP_001159392.1	UniRef50_P08697	P08697
A2AP_HUMAN	NP_001159393.1	UniRef50_P08697	P08697
A2AP_HUMAN	NP_000925.2	UniRef50_P08697	P08697
A2GL_HUMAN	NP_443204.1	UniRef50_P02750	P02750
A2MG_HUMAN	NP_001334352.1	UniRef50_P01023	P01023
A2MG_HUMAN	NP_001334353.1	UniRef50_P01023	P01023
A2MG_HUMAN	NP_001334354.1	UniRef50_P01023	P01023
A2MG_HUMAN	NP_000005.2	UniRef50_P01023	P01023
A2ML1_HUMAN	NP_001269353.1	UniRef50_A8K2U0	A8K2U0
A3LT2_HUMAN	NP_001073907.1	UniRef50_A0A4Z3	A0A4Z3
A4GAT_HUMAN	NP_059132.1	UniRef50_Q9NPC4	Q9NPC4
A4GAT_HUMAN	NP_001304967.1	UniRef50_Q9NPC4	Q9NPC4
A4GCT_HUMAN	NP_057245.1	UniRef50_Q9UNA3	Q9UNA3
A4_HUMAN	NP_001129488.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001129601.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001129602.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001129603.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001191230.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001191231.1	UniRef50_P05067	P05067
A4_HUMAN	NP_001191232.1	UniRef50_P05067	P05067
A4_HUMAN	NP_958816.1	UniRef50_P05067	P05067
A4_HUMAN	NP_958817.1	UniRef50_P05067	P05067
A4_HUMAN	NP_000475.1	UniRef50_P05067	P05067
A7L3B_HUMAN	NP_001129734.1	UniRef50_Q96GX2	Q96GX2
AA1R_HUMAN	NP_001041695.1	UniRef50_P25099	P25099
AA1R_HUMAN	NP_000665.1	UniRef50_P25099	P25099
AA2AR_HUMAN	NP_001265426.1	UniRef50_P29274	P29274
AA2AR_HUMAN	NP_001265427.1	UniRef50_P29274	P29274
AA2AR_HUMAN	NP_001265428.1	UniRef50_P29274	P29274
AA2AR_HUMAN	NP_001265429.1	UniRef50_P29274	P29274
AA2AR_HUMAN	NP_000666.2	UniRef50_P29274	P29274
AA2BR_HUMAN	NP_000667.1	UniRef50_P29275	P29275
AA3R_HUMAN	NP_000668.1	UniRef50_P28647	P28647
AAA1_HUMAN	NP_062823.1	UniRef50_P63115	P63115
AAAD_HUMAN	NP_001077.2	UniRef50_P22760	P22760
AAAS_HUMAN	NP_056480.1	UniRef50_Q9NRG9	Q9NRG9
AAAS_HUMAN	NP_001166937.1	UniRef50_Q9NRG9	Q9NRG9
AAAT_HUMAN	NP_001138617.1	UniRef50_Q15758	Q15758
AAAT_HUMAN	NP_005619.1	UniRef50_Q15758	Q15758
AAAT_HUMAN	NP_001138616.1	UniRef50_Q15758	Q15758
AACS_HUMAN	NP_076417.2	UniRef50_Q86V21	Q86V21
AACS_HUMAN	NP_001306768.1	UniRef50_Q86V21	Q86V21
AACT_HUMAN	NP_001076.2	UniRef50_P01011	P01011
AADAT_HUMAN	NP_001273612.1	UniRef50_Q8N5Z0	Q8N5Z0
AADAT_HUMAN	NP_057312.1	UniRef50_Q8N5Z0	Q8N5Z0
AADAT_HUMAN	NP_872603.1	UniRef50_Q8N5Z0	Q8N5Z0
AADAT_HUMAN	NP_001273611.1	UniRef50_Q8N5Z0	Q8N5Z0
AAGAB_HUMAN	NP_001258815.1	UniRef50_Q6PD74	Q6PD74
AAGAB_HUMAN	NP_078942.3	UniRef50_Q6PD74	Q6PD74
AAGAB_HUMAN	NP_001258814.1	UniRef50_Q6PD74	Q6PD74
AAK1_HUMAN	NP_055726.3	UniRef50_Q2M2I8	Q2M2I8
AAKB1_HUMAN	NP_006244.2	UniRef50_O43741	O43741
AAKB2_HUMAN	NP_005390.1	UniRef50_O43741	O43741
AAKG1_HUMAN	NP_001193639.1	UniRef50_P54619	P54619
AAKG1_HUMAN	NP_002724.1	UniRef50_P54619	P54619
AAKG1_HUMAN	NP_001193638.1	UniRef50_P54619	P54619
AAKG2_HUMAN	NP_001291456.1	UniRef50_Q9UGJ0	Q9UGJ0
AAKG2_HUMAN	NP_001291460.1	UniRef50_Q9UGJ0	Q9UGJ0
AAKG2_HUMAN	NP_057287.2	UniRef50_Q9UGJ0	Q9UGJ0
AAKG2_HUMAN	NP_077747.1	UniRef50_Q9UGJ0	Q9UGJ0
AAKG2_HUMAN	NP_001035723.1	UniRef50_Q9UGJ0	Q9UGJ0
AAKG3_HUMAN	NP_059127.2	UniRef50_Q9UGI9	Q9UGI9
AAMDC_HUMAN	NP_001303889.1	UniRef50_Q8R0P4	Q8R0P4
AAMDC_HUMAN	NP_001303890.1	UniRef50_Q8R0P4	Q8R0P4
AAMDC_HUMAN	NP_001303891.1	UniRef50_Q8R0P4	Q8R0P4
AAMDC_HUMAN	NP_078960.1	UniRef50_Q8R0P4	Q8R0P4
AAMDC_HUMAN	NP_001303886.1	UniRef50_Q8R0P4	Q8R0P4
AAMP_HUMAN	NP_001078.2	UniRef50_Q13685	Q13685
AAPK1_HUMAN	NP_996790.3	UniRef50_Q13131	Q13131
AAPK1_HUMAN	NP_006242.5	UniRef50_Q13131	Q13131
AAPK2_HUMAN	NP_006243.2	UniRef50_P54646	P54646
AAR2_HUMAN	NP_056326.2	UniRef50_Q9Y312	Q9Y312
AAR2_HUMAN	NP_001258803.1	UniRef50_Q9Y312	Q9Y312
AARD_HUMAN	NP_001020528.1	UniRef50_Q4LEZ3	Q4LEZ3
AASD1_HUMAN	NP_001248363.1	UniRef50_Q9BTE6	Q9BTE6
AASD1_HUMAN	NP_079543.1	UniRef50_Q9BTE6	Q9BTE6
AASD1_HUMAN	NP_001129514.2	UniRef50_Q9BTE6	Q9BTE6
AASS_HUMAN	NP_005754.2	UniRef50_Q9UDR5	Q9UDR5
AATC2_HUMAN	NP_689626.2	UniRef50_Q8NHS2	Q8NHS2
AATC_HUMAN	NP_002070.1	UniRef50_P05201	P05201
AATF_HUMAN	NP_036270.1	UniRef50_Q9NY61	Q9NY61
AATM_HUMAN	NP_002071.2	UniRef50_P00507	P00507
AATM_HUMAN	NP_001273149.1	UniRef50_P00507	P00507
AB12B_HUMAN	NP_853511.2	UniRef50_Q7Z5M8	Q7Z5M8
AB12B_HUMAN	NP_861535.1	UniRef50_Q7Z5M8	Q7Z5M8
AB12B_HUMAN	NP_001193602.1	UniRef50_Q7Z5M8	Q7Z5M8
AB17A_HUMAN	NP_112490.3	UniRef50_Q96GS6	Q96GS6
AB17A_HUMAN	NP_001123583.1	UniRef50_Q96GS6	Q96GS6
AB17B_HUMAN	NP_057098.2	UniRef50_Q7M759	Q7M759
AB17B_HUMAN	NP_001020951.1	UniRef50_Q7M759	Q7M759
AB17C_HUMAN	NP_067037.1	UniRef50_Q7M759	Q7M759
AB1IP_HUMAN	NP_061916.3	UniRef50_Q7Z5R6	Q7Z5R6
ABC3A_HUMAN	NP_663745.1	UniRef50_P31941	P31941
ABC3A_HUMAN	NP_001180218.1	UniRef50_P31941	P31941
ABC3B_HUMAN	NP_004891.4	UniRef50_Q9UH17	Q9UH17
ABC3B_HUMAN	NP_001257340.1	UniRef50_Q9UH17	Q9UH17
ABC3C_HUMAN	NP_055323.2	UniRef50_Q9NRW3	Q9NRW3
ABC3F_HUMAN	NP_660341.2	UniRef50_Q8IUX4	Q8IUX4
ABC3F_HUMAN	NP_001006667.1	UniRef50_Q8IUX4	Q8IUX4
ABC3G_HUMAN	NP_068594.1	UniRef50_Q9HC16	Q9HC16
ABC3H_HUMAN	NP_001159475.2	UniRef50_Q6NTF7	Q6NTF7
ABC3H_HUMAN	NP_001159476.2	UniRef50_Q6NTF7	Q6NTF7
ABC3H_HUMAN	NP_861438.3	UniRef50_Q6NTF7	Q6NTF7
ABC3H_HUMAN	NP_001159474.2	UniRef50_Q6NTF7	Q6NTF7
ABCA1_HUMAN	NP_005493.2	UniRef50_O95477	O95477
ABCA2_HUMAN	NP_997698.1	UniRef50_Q9BZC7	Q9BZC7
ABCA2_HUMAN	NP_001597.2	UniRef50_Q9BZC7	Q9BZC7
ABCA3_HUMAN	NP_001080.2	UniRef50_Q99758	Q99758
ABCA4_HUMAN	NP_000341.2	UniRef50_P78363	P78363
ABCA5_HUMAN	NP_758424.1	UniRef50_Q8K448	Q8K448
ABCA5_HUMAN	NP_061142.2	UniRef50_Q8K448	Q8K448
ABCA6_HUMAN	NP_525023.2	UniRef50_Q8K440	Q8K440
ABCA7_HUMAN	NP_061985.2	UniRef50_Q91V24	Q91V24
ABCA8_HUMAN	NP_001275915.1	UniRef50_O94911	O94911
ABCA8_HUMAN	NP_009099.1	UniRef50_O94911	O94911
ABCA8_HUMAN	NP_001275914.1	UniRef50_O94911	O94911
ABCA9_HUMAN	NP_525022.2	UniRef50_Q8K440	Q8K440
ABCAA_HUMAN	NP_525021.3	UniRef50_O94911	O94911
ABCAC_HUMAN	NP_775099.2	UniRef50_Q86UK0	Q86UK0
ABCAC_HUMAN	NP_056472.2	UniRef50_Q86UK0	Q86UK0
ABCAD_HUMAN	NP_689914.3	UniRef50_Q86UQ4	Q86UQ4
ABCB5_HUMAN	NP_001157414.1	UniRef50_Q2M3G0	Q2M3G0
ABCB5_HUMAN	NP_001157465.1	UniRef50_Q2M3G0	Q2M3G0
ABCB5_HUMAN	NP_848654.3	UniRef50_Q2M3G0	Q2M3G0
ABCB5_HUMAN	NP_001157413.1	UniRef50_Q2M3G0	Q2M3G0
ABCB6_HUMAN	NP_005680.1	UniRef50_Q9NP58	Q9NP58
ABCB7_HUMAN	NP_001258626.1	UniRef50_O75027	O75027
ABCB7_HUMAN	NP_004290.2	UniRef50_O75027	O75027
ABCB7_HUMAN	NP_001258625.1	UniRef50_O75027	O75027
ABCB9_HUMAN	NP_001229943.1	UniRef50_Q9NP78	Q9NP78
ABCB9_HUMAN	NP_062570.1	UniRef50_Q9NP78	Q9NP78
ABCB9_HUMAN	NP_062571.1	UniRef50_Q9NP78	Q9NP78
ABCB9_HUMAN	NP_982269.2	UniRef50_Q9NP78	Q9NP78
ABCB9_HUMAN	NP_001229942.1	UniRef50_Q9NP78	Q9NP78
ABCBA_HUMAN	NP_036221.2	UniRef50_Q9JI39	Q9JI39
ABCBB_HUMAN	NP_003733.2	UniRef50_O95342	O95342
ABCC8_HUMAN	NP_001274103.1	UniRef50_Q09428	Q09428
ABCC8_HUMAN	NP_000343.2	UniRef50_Q09428	Q09428
ABCC9_HUMAN	NP_064693.2	UniRef50_O60706	O60706
ABCC9_HUMAN	NP_005682.2	UniRef50_O60706	O60706
ABCD1_HUMAN	NP_000024.2	UniRef50_P33897	P33897
ABCD2_HUMAN	NP_005155.1	UniRef50_Q9UBJ2	Q9UBJ2
ABCD3_HUMAN	NP_002849.1	UniRef50_P28288	P28288
ABCD3_HUMAN	NP_001116146.1	UniRef50_P28288	P28288
ABCD4_HUMAN	NP_005041.1	UniRef50_O14678	O14678
ABCE1_HUMAN	NP_002931.2	UniRef50_P61221	P61221
ABCE1_HUMAN	NP_001035809.1	UniRef50_P61221	P61221
ABCF1_HUMAN	NP_001081.1	UniRef50_Q8NE71	Q8NE71
ABCF1_HUMAN	NP_001020262.1	UniRef50_Q8NE71	Q8NE71
ABCF2_HUMAN	NP_009120.1	UniRef50_Q9UG63	Q9UG63
ABCF2_HUMAN	NP_005683.2	UniRef50_Q9UG63	Q9UG63
ABCF3_HUMAN	NP_060828.2	UniRef50_Q9NUQ8	Q9NUQ8
ABCG1_HUMAN	NP_058198.2	UniRef50_P45844	P45844
ABCG1_HUMAN	NP_997057.1	UniRef50_P45844	P45844
ABCG1_HUMAN	NP_997510.1	UniRef50_P45844	P45844
ABCG1_HUMAN	NP_997511.1	UniRef50_P45844	P45844
ABCG1_HUMAN	NP_997512.1	UniRef50_P45844	P45844
ABCG1_HUMAN	NP_004906.3	UniRef50_P45844	P45844
ABCG2_HUMAN	NP_004818.2	UniRef50_Q9UNQ0	Q9UNQ0
ABCG2_HUMAN	NP_001244315.1	UniRef50_Q9UNQ0	Q9UNQ0
ABCG4_HUMAN	NP_001335120.1	UniRef50_P45844	P45844
ABCG4_HUMAN	NP_001335121.1	UniRef50_P45844	P45844
ABCG4_HUMAN	NP_071452.2	UniRef50_P45844	P45844
ABCG4_HUMAN	NP_001135977.1	UniRef50_P45844	P45844
ABCG5_HUMAN	NP_071881.1	UniRef50_Q9H222	Q9H222
ABCG8_HUMAN	NP_071882.1	UniRef50_Q9H221	Q9H221
ABD12_HUMAN	NP_056415.1	UniRef50_Q8N2K0	Q8N2K0
ABD12_HUMAN	NP_001035937.1	UniRef50_Q8N2K0	Q8N2K0
ABEC1_HUMAN	NP_001635.2	UniRef50_P41238	P41238
ABEC1_HUMAN	NP_005880.2	UniRef50_P41238	P41238
ABEC1_HUMAN	NP_001291495.1	UniRef50_P41238	P41238
ABEC2_HUMAN	NP_006780.1	UniRef50_Q9Y235	Q9Y235
ABEC4_HUMAN	NP_982279.1	UniRef50_Q8WW27	Q8WW27
